APA;Name;Year;Title;Authors;Proceeding;Abstract;Link;Google Scholar Reference
Baumann, N., Kusmenko, E., Ritz, J., Rumpe, B., & Weber, M. B. (2022, October). Dynamic data management for continuous retraining. In Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings (pp. 359-366).;1_ml_machine_data_learning;2022;Dynamic data management for continuous retraining;Nils Baumann, Evgeny Kusmenko, Jonas Ritz, Bernhard Rumpe, Moritz Benedikt Weber;Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings, 359-366, 2022;Managing dynamic datasets intended to serve as training data for a Machine Learning (ML) model often emerges as very challenging, especially when data is often altered iteratively and already existing ML models should pertain to the data. For example, this applies when new data versions arise from either a generated or aggregated extension of an existing dataset a model has already been trained on. In this work, it is investigated on how a model-based approach for these training data concerns can be provided as well as how the complete process, including the resulting training and retraining process of the ML model, can therein be integrated. Hence, model-based concepts and the implementation are devised to cope with the complexity of iterative data management as an enabler for the integration of continuous retraining routines. With Deep Learning techniques becoming technically feasible and massively being developed further over the last decade, MLOps, aiming to establish DevOps tailored to ML projects, gained crucial relevance. Unfortunately, data-management concepts for iteratively growing datasets with retraining capabilities embedded in a model-driven ML development methodology are unexplored to the best of our knowledge. To fill in this gap, this contribution provides such agile data management concepts and integrates them and continuous retraining into the model-driven ML Framework MontiAnna [18]. The new functionality is evaluated in the context of a research project where ML is exploited for the optimal design of lattice structures for crash applications.;https://dl.acm.org/doi/abs/10.1145/3550356.3561568;4IIwoYDmlcQJ
Zahid, H., Mahmood, T., & Ikram, N. (2018). Enhancing dependability in big data analytics enterprise pipelines. In Security, Privacy, and Anonymity in Computation, Communication, and Storage: 11th International Conference and Satellite Workshops, SpaCCS 2018, Melbourne, NSW, Australia, December 11-13, 2018, Proceedings 11 (pp. 272-281). Springer International Publishing.;9_data_science_software_process;2018;Enhancing dependability in big data analytics enterprise pipelines;Hira Zahid, Tariq Mahmood, Nassar Ikram;Security, Privacy, and Anonymity in Computation, Communication, and Storage: 11th International Conference and Satellite Workshops, SpaCCS 2018, Melbourne, NSW, Australia …, 2018;Big Data Analytics (BDA) brings extensive opportunities to enterprises to extract valuable information from high volume, velocity and variety data streams. However, the BDA dynamics can lead to significant project failures due to high-risk factors in terms of data availability, reliability, integrity, security and resilience which are the key components of a dependable system and are strongly linked to BDA process execution. Specifically, the heterogeneity of big data sources, diverse set of challenges related to big data integration and processing, along with a rapidly-expanding landscape warrant the need to make dependable big data systems capable of providing standard analytical solutions. In this paper, we propose the first dependable pipeline architecture for the BDA process which has a layered front-end and back-end implementation, employs the standard lambda architecture in a DataOps analytical cycle, incorporates state-of-the-art tools which are all open-source, and is coded entirely in the standard Python language to remove cross-platform implementation dependencies. We have implemented this architecture in five enterprise BDA projects but we are unable to present implementation details and results due to space limitations.;https://link.springer.com/chapter/10.1007/978-3-030-05345-1_23;LkhSlOZfQz0J
Mahapatra, T., & Banoo, S. N. (2022). Flow-based programming for machine learning. Future Internet, 14(2), 58.;1_ml_machine_data_learning;2022;Flow-based programming for machine learning;Tanmaya Mahapatra, Syeeda Nilofer Banoo;Future Internet 14 (2), 58, 2022;"Machine Learning (ML) has gained prominence and has tremendous applications in fields like medicine, biology, geography and astrophysics, to name a few. Arguably, in such areas, it is used by domain experts, who are not necessarily skilled-programmers. Thus, it presents a steep learning curve for such domain experts in programming ML applications. To overcome this and foster widespread adoption of ML techniques, we propose to equip them with domain-specific graphical tools. Such tools, based on the principles of flow-based programming paradigm, would support the graphical composition of ML applications at a higher level of abstraction and auto-generation of target code. Accordingly, (i) we have modelled ML algorithms as composable components; (ii) described an approach to parse a flow created by connecting several such composable components and use an API-based code generation technique to generate the ML application. To demonstrate the feasibility of our conceptual approach, we have modelled the APIs of Apache Spark ML as composable components and validated it in three use-cases. The use-cases are designed to capture the ease of program specification at a higher abstraction level, easy parametrisation of ML APIs, auto-generation of the ML application and auto-validation of the generated model for better prediction accuracy.";https://www.mdpi.com/1999-5903/14/2/58;BXP52Ir8LJMJ
Capizzi, A., Distefano, S., & Mazzara, M. (2020). From devops to devdataops: Data management in devops processes. In Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment: Second International Workshop, DEVOPS 2019, Château de Villebrumier, France, May 6–8, 2019, Revised Selected Papers 2 (pp. 52-62). Springer International Publishing.;9_data_science_software_process;2020;From devops to devdataops: Data management in devops processes;Antonio Capizzi, Salvatore Distefano, Manuel Mazzara;Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment: Second International Workshop, DEVOPS 2019, Château de …, 2020;DevOps is a quite effective approach for managing software development and operation, as confirmed by plenty of success stories in real applications and case studies. DevOps is now becoming the main-stream solution adopted by the software industry in development, able to reduce the time to market and costs while improving quality and ensuring evolvability and adaptability of the resulting software architecture. Among the aspects to take into account in a DevOps process, data is assuming strategic importance, since it allows to gain insights from the operation directly into the development, the main objective of a DevOps approach. Data can be therefore considered as the fuel of the DevOps process, requiring proper solutions for its management. Based on the amount of data generated, its variety, velocity, variability, value and other relevant features, DevOps data management can be mainly framed into the BigData category. This allows exploiting BigData solutions for the management of DevOps data generated throughout the process, including artefacts, code, documentation, logs and so on. This paper aims at investigating data management in DevOps processes, identifying related issues, challenges and potential solutions taken from the BigData world as well as from new trends adopting and adapting DevOps approaches in data management, i.e. DataOps.;https://link.springer.com/chapter/10.1007/978-3-030-39306-9_4;qwyLirUHt2IJ
Hegeman, T., Jansen, M., Iosup, A., & Trivedi, A. (2021, April). GradeML: Towards holistic performance analysis for machine learning workflows. In Companion of the ACM/SPEC International Conference on Performance Engineering (pp. 57-63).;1_ml_machine_data_learning;2021;GradeML: Towards holistic performance analysis for machine learning workflows;Tim Hegeman, Matthijs Jansen, Alexandru Iosup, Animesh Trivedi;Companion of the ACM/SPEC International Conference on Performance Engineering, 57-63, 2021;Today, machine learning (ML) workloads are nearly ubiquitous. Over the past decade, much effort has been put into making ML model-training fast and efficient, e.g., by proposing new ML frameworks (such as TensorFlow, PyTorch), leveraging hardware support (TPUs, GPUs, FPGAs), and implementing new execution models (pipelines, distributed training). Matching this trend, considerable effort has also been put into performance analysis tools focusing on ML model-training. However, as we identify in this work, ML model training rarely happens in isolation and is instead one step in a larger ML workflow. Therefore, it is surprising that there exists no performance analysis tool that covers the entire life-cycle of ML workflows. Addressing this large conceptual gap, we envision in this work a holistic performance analysis tool for ML workflows. We analyze the state-of-practice and the state-of-the-art, presenting quantitative evidence about the performance of existing performance tools. We formulate our vision for holistic performance analysis of ML workflows along four design pillars: a unified execution model, lightweight collection of performance data, efficient data aggregation and presentation, and close integration in ML systems. Finally, we propose first steps towards implementing our vision as GradeML, a holistic performance analysis tool for ML workflows. Our preliminary work and experiments are open source at https://github.com/atlarge-research/grademl.;https://dl.acm.org/doi/abs/10.1145/3447545.3451185;o0NlxUlgbhEJ
Langenkamp, M., & Yue, D. N. (2022, July). How open source machine learning software shapes ai. In Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society (pp. 385-395).;12_ai_ethical_ethic_intelligence;2022;How open source machine learning software shapes ai;Max Langenkamp, Daniel N Yue;Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society, 385-395, 2022;If we want a future where AI serves a plurality of interests, then we should pay attention to the factors that drive its success. While others have studied the importance of data, hardware, and models in directing the trajectory of AI, we argue that open source software is a neglected factor shaping AI as a discipline. We start with the observation that almost all AI research and applications are built on machine learning open source software (MLOSS). This paper presents three contributions. First, it quantifies the outsized impact of MLOSS by using Github contributions data. By contrasting the costs of MLOSS and its economic benefits, we find that the average dollar of MLOSS investment corresponds to at least \$100 of global economic value created, corresponding to \$30B of economic value created this year. Second, we leverage interviews with AI researchers and developers to develop a causal model of the effect of open sourcing on economic value. We argue that open sourcing creates value through three primary mechanisms: standardization of MLOSS tools, increased experimentation in AI research, and creation of communities. Finally, we consider the incentives for developing MLOSS and the broader implications of these effects. We intend this paper to be useful for technologists and academics who want to analyze and critique AI, and policymakers who want to better understand and regulate AI systems.;https://dl.acm.org/doi/abs/10.1145/3514094.3534167;jwWkjHupw9YJ
Rosa, L., Cruz, T., de Freitas, M. B., Quitério, P., Henriques, J., Caldeira, F., ... & Simões, P. (2021). Intrusion and anomaly detection for the next-generation of industrial automation and control systems. Future Generation Computer Systems, 119, 50-67.;5_adversarial_attack_example_model;2021;Intrusion and anomaly detection for the next-generation of industrial automation and control systems;Luis Rosa, Tiago Cruz, Miguel Borges de Freitas, Pedro Quitério, João Henriques, Filipe Caldeira, Edmundo Monteiro, Paulo Simões;Future Generation Computer Systems 119, 50-67, 2021;The next-generation of Industrial Automation and Control Systems (IACS) and Supervisory Control and Data Acquisition (SCADA) systems pose numerous challenges in terms of cybersecurity monitoring. We have been witnessing the convergence of OT/IT networks, combined with massively distributed metering and control scenarios such as smart grids. Larger and geographically widespread attack surfaces, and inherently more data to analyse, will become the norm.Despite several advances in recent years, domain-specific security tools have been facing the challenges of trying to catch up with all the existing security flaws from the past, while also accounting for the specific needs of the next-generation of IACS. Moreover, the aggregation of multiple techniques and sources of information into a comprehensive approach has not been explored in depth. Such a holistic perspective is paramount since it enables a global and enhanced analysis enabled by the usage, combination and aggregation of the outputs from multiple sources and techniques.This paper starts by providing a review of the more recent anomaly detection techniques for SCADA systems, focused on both theoretical machine learning approaches and complete frameworks. Afterwards, it proposes a complete framework for an Intrusion and Anomaly Detection System (IADS) composed of specific detection probes, an event processing layer and a core anomaly detection component, amongst others. Finally, the paper presents an evaluation of the framework within a large-scale hybrid testbed, and a comparison of different anomaly detection scenarios based on various machine learning techniques.;https://www.sciencedirect.com/science/article/pii/S0167739X21000431;B6k_LBB8Q10J
Niranjan, D. R. (2022, October). Jenkins Pipelines: A Novel Approach to Machine Learning Operations (MLOps). In 2022 International Conference on Edge Computing and Applications (ICECAA) (pp. 1292-1297). IEEE.;1_ml_machine_data_learning;2022;Jenkins Pipelines: A Novel Approach to Machine Learning Operations (MLOps;DR Niranjan;2022 International Conference on Edge Computing and Applications (ICECAA), 1292-1297, 2022;Machine Learning is a widely popular field that is being used in an increasingly large number of projects worldwide. This necessitates the use of certain practices to create a structured framework for such projects. These practices, processes and pipelines are termed as Machine Learning Operations (MLOps). The software development lifecycle for a machine learning is indeed very complex and sequential nature of it results in several repetitive tasks for developers. Automation in this aspect would greatly reduce time and manual effort required. Jenkins is an open-source continuous integration tool that can be used to build pipelines to define and automate workflows in MLOps domain. This paper proposes the design and implementation of pipelines for various stages of MLOps that are data analysis, data preparation, training, testing and deployment on a single platform.;https://ieeexplore.ieee.org/abstract/document/9936252/;sU3qG7saJi4J
Zárate, G., Miñón, R., Díaz-de-Arcaya, J., & Torre-Bastida, A. I. (2022, March). K2E: Building MLOps Environments for Governing Data and Models Catalogues while Tracking Versions. In 2022 IEEE 19th International Conference on Software Architecture Companion (ICSA-C) (pp. 206-209). IEEE.;9_data_science_software_process;2022;K2E: Building MLOps Environments for Governing Data and Models Catalogues while Tracking Versions;Gorka Zárate, Raúl Miñón, Josu Díaz-de-Arcaya, Ana I Torre-Bastida;2022 IEEE 19th International Conference on Software Architecture Companion (ICSA-C), 206-209, 2022;Nowadays, there are a variety of problems associated with the process of extracting value and information from data such as: data heterogeneity, data distribution, model versioning, and the vast variety of techniques and approaches. Due to all this, the data management process becomes hard to implement in real world scenarios. In this context, the catalogue tools for data and Artificial Intelligence models alleviate the burden of dealing with versioning tasks. Thus, the automation of the data and models’ management processes is facilitated, complying with DataOps and MLOps good practices. This work in progress enumerates key challenges to address when creating these types of catalogues: on the one hand, the management of the diversity of data and models’ internal nature and their different versions, and on the other hand, the provision of adequate meta-information and Governance tools such as access control and auditing. In this paper, the Knowledge to Environment (K2E) platform is presented, whose architecture aims to define the necessary components for the creation of environments that allow working with data and model catalogues. By environment creation, we mean providing a workspace populated with the datasets and models of an organization, while tracking their distinct versions by using specialised catalogues. In addition, this workspace will incorporate added-value tools for governance and auditing. Finally, an approach for implementing K2E is detailed.;https://ieeexplore.ieee.org/abstract/document/9779801/;tBk1_MDNIDYJ
Markov, I. L., Wang, H., Kasturi, N. S., Singh, S., Garrard, M. R., Huang, Y., ... & Zhou, N. (2022, August). Looper: An end-to-end ML platform for product decisions. In Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining (pp. 3513-3523).;1_ml_machine_data_learning;2022;Looper: An end-to-end ML platform for product decisions;Igor L Markov, Hanson Wang, Nitya S Kasturi, Shaun Singh, Mia R Garrard, Yin Huang, Sze Wai Celeste Yuen, Sarah Tran, Zehui Wang, Igor Glotov, Tanvi Gupta, Peng Chen, Boshuang Huang, Xiaowen Xie, Michael Belkin, Sal Uryasev, Sam Howie, Eytan Bakshy, Norm Zhou;Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, 3513-3523, 2022;Modern software systems and products increasingly rely on machine learning models to make data-driven decisions based on interactions with users, infrastructure and other systems. For broader adoption, this practice must (i) accommodate product engineers without ML backgrounds, (ii) support finegrain product-metric evaluation and (iii) optimize for product goals. To address shortcomings of prior platforms, we introduce general principles for and the architecture of an ML platform, Looper, with simple APIs for decision-making and feedback collection. Looper covers the end-to-end ML lifecycle from collecting training data and model training to deployment and inference, and extends support to personalization, causal evaluation with heterogenous treatment effects, and Bayesian tuning for product goals. During the 2021 production deployment, Looper simultaneously hosted 440-1,000 ML models that made 4-6 million real-time decisions per second. We sum up experiences of platform adopters and describe their learning curve.;https://dl.acm.org/doi/abs/10.1145/3534678.3539059;8MzBBATv9OsJ
Tomaszewski, P., Yu, S., Borg, M., & Rönnols, J. (2021, December). Machine learning-assisted analysis of small angle x-ray scattering. In 2021 Swedish Workshop on Data Science (SweDS) (pp. 1-6). IEEE.;1_ml_machine_data_learning;2021;Machine learning-assisted analysis of small angle x-ray scattering;Piotr Tomaszewski, Shun Yu, Markus Borg, Jerk Rönnols;2021 Swedish Workshop on Data Science (SweDS), 2021;Small angle X-ray scattering (SAXS) is extensively used in materials science as a way of examining nanostructures. The analysis of experimental SAXS data involves mapping a rather simple data format to a vast amount of structural models. Despite various scientific computing tools to assist the model selection, the activity heavily relies on the SAXS analysts’ experience, which is recognized as an efficiency bottleneck by the community. To cope with this decision-making problem, we develop and evaluate the open-source, Machine Learning-based tool SCAN (SCattering Ai aNalysis) to provide recommendations on model selection. SCAN exploits multiple machine learning algorithms and uses models and a simulation tool implemented in the SasView package for generating a well defined set of datasets. Our evaluation shows that SCAN delivers an overall accuracy of 95%-97%. The XGBoost Classifier has been identified as the most accurate method with a good balance between accuracy and training time. With eleven predefined structural models for common nanostructures and an easy draw-drop function to expand the number and types training models, SCAN can accelerate the SAXS data analysis workflow.;https://ieeexplore.ieee.org/abstract/document/9638297;TODO
Derakhshan, B., Rezaei Mahdiraji, A., Kaoudi, Z., Rabl, T., & Markl, V. (2022, June). Materialization and reuse optimizations for production data science pipelines. In Proceedings of the 2022 International Conference on Management of Data (pp. 1962-1976).;1_ml_machine_data_learning;2022;Materialization and reuse optimizations for production data science pipelines;Behrouz Derakhshan, Alireza Rezaei Mahdiraji, Zoi Kaoudi, Tilmann Rabl, Volker Markl;Proceedings of the 2022 International Conference on Management of Data, 1962-1976, 2022;Many companies and businesses train and deploy machine learning (ML) pipelines to answer prediction queries. In many applications, new training data continuously becomes available. A typical approach to ensure that ML models are up-to-date is to retrain the ML pipelines following a schedule, e.g., every day on the last seven days of data. Several use cases, such as A/B testing and ensemble learning, require many pipelines to be deployed in parallel. Existing solutions train each pipeline separately, which generates redundant data processing. Our goal is to eliminate redundant data processing in such scenarios using materialization and reuse optimizations. Our solution comprises of two main parts. First, we propose a materialization algorithm that given a storage budget, materializes the subset of the artifacts to minimize the run time of the subsequent executions. Second, we design a reuse algorithm to generate an execution plan by combining the pipelines into a directed acyclic graph (DAG) and reusing the materialized artifacts when appropriate. Our experiments show that our solution can reduce the training time by up to an order of magnitude for different deployment scenarios.;https://dl.acm.org/doi/abs/10.1145/3514221.3526186;IFtlaev8rtIJ
Symeonidis, G., Nerantzis, E., Kazakis, A., & Papakostas, G. A. (2022, January). Mlops-definitions, tools and challenges. In 2022 IEEE 12th Annual Computing and Communication Workshop and Conference (CCWC) (pp. 0453-0460). IEEE.;1_ml_machine_data_learning;2022;Mlops-definitions, tools and challenges;Georgios Symeonidis, Evangelos Nerantzis, Apostolos Kazakis, George A Papakostas;2022 IEEE 12th Annual Computing and Communication Workshop and Conference (CCWC), 0453-0460, 2022;This paper is an concentrated overview of the Machine Learning Operations (MLOps) area. Our aim is to define the operation and the components of such systems by highlighting the current problems and trends. In this context we present the different tools and their usefulness in order to provide the corresponding guidelines. Moreover, the connection between MLOps and AutoML (Automated Machine Learning) is identified and how this combination could work is proposed. The novelty of our approach relies on the combination of state-of-the-art topics such as AutoML, exlainability and sustain-ability in order to overcome the current challenges in MLOps identifying them not only as the answer for the incorporation of ML models in production but also as a possible tool for efficient, robust and accurate machine learning models.;https://ieeexplore.ieee.org/abstract/document/9720902/;7OjQjPGg-skJ
Testi, M., Ballabio, M., Frontoni, E., Iannello, G., Moccia, S., Soda, P., & Vessio, G. (2022). MLOps: A taxonomy and a methodology. IEEE Access, 10, 63606-63618.;1_ml_machine_data_learning;2022;MLOps: A taxonomy and a methodology;Matteo Testi, Matteo Ballabio, Emanuele Frontoni, Giulio Iannello, Sara Moccia, Paolo Soda, Gennaro Vessio;IEEE Access 10, 63606-63618, 2022;Over the past few decades, the substantial growth in enterprise-data availability and the advancements in Artificial Intelligence (AI) have allowed companies to solve real-world problems using Machine Learning (ML). ML Operations (MLOps) represents an effective strategy for bringing ML models from academic resources to useful tools for solving problems in the corporate world. The current literature on MLOps is still mostly disconnected and sporadic. In this work, we review the existing scientific literature and we propose a taxonomy for clustering research papers on MLOps. In addition, we present methodologies and operations aimed at defining an ML pipeline to simplify the release of ML applications in the industry. The pipeline is based on ten steps: business problem understanding, data acquisition, ML methodology, ML training & testing, continuous integration, continuous delivery, continuous training, continuous monitoring, explainability, and sustainability. The scientific and business interest and the impact of MLOps have grown significantly over the past years: the definition of a clear and standardized methodology for conducting MLOps projects is the main contribution of this paper.;https://ieeexplore.ieee.org/abstract/document/9792270/;qm1dR1f8qLIJ
Miñón, R., Díaz-de-Arcaya, J., Torre-Bastida, A. I., Zarate, G., & Moreno-Fernandez-de-Leceta, A. (2022, July). MLPacker: A Unified Software Tool for Packaging and Deploying Atomic and Distributed Analytic Pipelines. In 2022 7th International Conference on Smart and Sustainable Technologies (SpliTech) (pp. 1-6). IEEE.;1_ml_machine_data_learning;2022;MLPacker: A Unified Software Tool for Packaging and Deploying Atomic and Distributed Analytic Pipelines;Raúl Miñón, Josu Díaz-de-Arcaya, Ana I Torre-Bastida, Gorka Zarate, Aitor Moreno-Fernandez-de-Leceta;2022 7th International Conference on Smart and Sustainable Technologies (SpliTech), 1-6, 2022;In the last years, MLOps (Machine Learning Operations) paradigm is attracting the attention from the community, extrapolating the DevOps (Development and Operations) paradigm to the artificial intelligence (AI) development life-cycle. In this area, some challenges must be addressed to successfully deliver solutions since there are specific nuances when dealing with AI operationalization such as the model packaging or monitoring. Fortunately, interesting and helpful approaches, both from the research community and industry have emerged. However, further research is still necessary to fulfil key gaps. This paper presents a tool, MLPacker, for addressing some of them. Concretely, this tool provides mechanisms to package and deploy analytic pipelines both in REST APIs and in streaming mode. In addition, the analytic pipelines can be deployed atomically (i.e., the whole pipeline in the same machine) or in a distributed fashion (i.e., deploying each stage of the pipeline in distinct machines). In this way, users can take advantage from the cloud continuum paradigm considering edge-fog-cloud computing layers. Finally, the tool is decoupled from the training stage to avoid data scientists the integration of blocks of code in their experiments for the operationalization. Besides the package mode (REST API or streaming), the tool can be configured to perform the deployments in local or in remote machines and by using or not containers. For this aim, this paper describes the gaps this tool addresses, the detailed components and flows supported, as well as an scenario with three different case studies to better explain the research conducted.;https://ieeexplore.ieee.org/abstract/document/9854211/;H9oU7Cm2Y3cJ
Lee, H., Jang, Y., Song, J., & Yeon, H. (2021, December). O-RAN AI/ML workflow implementation of personalized network optimization via reinforcement learning. In 2021 IEEE Globecom Workshops (GC Wkshps) (pp. 1-6). IEEE.;0_federated_learning_data_privacy;2021;O-RAN AI/ML workflow implementation of personalized network optimization via reinforcement learning;Hoejoo Lee, Youngcheol Jang, Juhwan Song, Hunje Yeon;2021 IEEE Globecom Workshops (GC Wkshps), 1-6, 2021;In this paper, we study AI-based RAN technology for 5G and 6G networks that are more complex and difficult to analyze than previous generations to make the network more intelligent. We implement a reference AI/ML workflow using RAN Intelligent Controller (RIC) by referring to the AI/ML workflow architecture of O-RAN. We focus on the establishment of an online training environment based on the RIC platform. We use various open-source platforms to serve the ML model as an inference service and to build a Machine Learning (ML) training pipeline for online training. We train our own Reinforcement Learning (RL) model which controls function parameters in Distributed Unit (DU) to maximize total cell throughput. After training the model with data from a specific cell, it is deployed in a different environment. We demonstrate the effectiveness of our proposal by optimizing the model performance and executing the training pipeline for retraining the model using online workflow. As compared to the model before retraining, the total cell throughput has increased by 19.4% when controlled using the retrained model.;https://ieeexplore.ieee.org/abstract/document/9681936/;LU_nM0PuYJwJ
Garg, S., Pundir, P., Rathee, G., Gupta, P. K., Garg, S., & Ahlawat, S. (2021, December). On continuous integration/continuous delivery for automated deployment of machine learning models using mlops. In 2021 IEEE fourth international conference on artificial intelligence and knowledge engineering (AIKE) (pp. 25-28). IEEE.;1_ml_machine_data_learning;2021;On continuous integration/continuous delivery for automated deployment of machine learning models using mlops;Satvik Garg, Pradyumn Pundir, Geetanjali Rathee, PK Gupta, Somya Garg, Saransh Ahlawat;2021 IEEE fourth international conference on artificial intelligence and knowledge engineering (AIKE), 25-28, 2021;In recent years, model deployment in machine learning is observed to be an interesting area of study. It can be seen as a process similar to the one established for traditional software development. Development and operations (DevOps) incorporating Continuous Integration and Continuous Delivery (CI/CD) have demonstrated to smooth out software advancement and speed up organizations. Nonetheless, employing CI/CD pipelines in an application that incorporates components of Machine Learning Operations (MLOps) has challenging issues, and pioneers in the field settle them with the utilization of exclusive tooling, frequently presented by cloud suppliers. This study gives a higher perspective on the machine learning lifecycle and the vital differences between DevOps and MLOps. We talk about tools and techniques to execute the CI/CD pipeline of machine learning frameworks in the MLOps approach. Subsequently, we deep dive into push and pull-based deployments in Github Operations (GitOps). Open exploration challenges are additionally distinguished and added that can direct future research.;https://ieeexplore.ieee.org/abstract/document/9723793/;_Kbaw4jd5rAJ
Díaz-de-Arcaya, J., Torre-Bastida, A. I., Miñón, R., & Almeida, A. (2023). Orfeon: An AIOps framework for the goal-driven operationalization of distributed analytical pipelines. Future Generation Computer Systems, 140, 18-35.;1_ml_machine_data_learning;2023;Orfeon: An AIOps framework for the goal-driven operationalization of distributed analytical pipelines;Josu Díaz-de-Arcaya, Ana I Torre-Bastida, Raúl Miñón, Aitor Almeida;Future Generation Computer Systems 140, 18-35, 2023;The use of Artificial Intelligence solutions keeps raising in the business domain. However, this adoption has not brought the expected results to companies so far. There are several reasons that make Artificial Intelligence solutions particularly complicated to adopt by businesses, such as the knowledge gap between the data science and operations teams. In this paper, we tackle the operationalization of distributed analytical pipelines in heterogeneous production environments, which span across different computational layers. In particular, we present a system called Orfeon, which can leverage different objectives and yields an optimized deployment for these pipelines. In addition, we offer the mathematical formulation of the problem alongside the objectives in hand (i.e. resilience, performance, and cost). Next, we propose a scenario utilizing cloud and edge infrastructural devices, in which we demonstrate how the system can optimize these objectives, without incurring scalability issues in terms of time nor memory. Finally, we compare the usefulness of Orfeon with a variety of tools in the field of machine learning operationalization and conclude that it is able to outperform these tools under the analyzed criteria, making it an appropriate system for the operationalization of machine learning pipelines.;https://www.sciencedirect.com/science/article/pii/S0167739X22003223;JDrH-0TYMzkJ
Miñón, R., Diaz-de-Arcaya, J., Torre-Bastida, A. I., & Hartlieb, P. (2022). Pangea: an MLOps tool for automatically generating infrastructure and deploying analytic pipelines in edge, fog and cloud layers. Sensors, 22(12), 4425.;1_ml_machine_data_learning;2022;Pangea: an MLOps tool for automatically generating infrastructure and deploying analytic pipelines in edge, fog and cloud layers;Raúl Miñón, Josu Diaz-de-Arcaya, Ana I Torre-Bastida, Philipp Hartlieb;Sensors 22 (12), 4425, 2022;"Development and operations (DevOps), artificial intelligence (AI), big data and edge–fog–cloud are disruptive technologies that may produce a radical transformation of the industry. Nevertheless, there are still major challenges to efficiently applying them in order to optimise productivity. Some of them are addressed in this article, concretely, with respect to the adequate management of information technology (IT) infrastructures for automated analysis processes in critical fields such as the mining industry. In this area, this paper presents a tool called Pangea aimed at automatically generating suitable execution environments for deploying analytic pipelines. These pipelines are decomposed into various steps to execute each one in the most suitable environment (edge, fog, cloud or on-premise) minimising latency and optimising the use of both hardware and software resources. Pangea is focused in three distinct objectives: (1) generating the required infrastructure if it does not previously exist; (2) provisioning it with the necessary requirements to run the pipelines (i.e., configuring each host operative system and software, install dependencies and download the code to execute); and (3) deploying the pipelines. In order to facilitate the use of the architecture, a representational state transfer application programming interface (REST API) is defined to interact with it. Therefore, in turn, a web client is proposed. Finally, it is worth noting that in addition to the production mode, a local development environment can be generated for testing and benchmarking purposes.";https://www.mdpi.com/1424-8220/22/12/4425;PvHMQhUNMogJ
Quattrocchi, G., & Tamburri, D. A. (2022). Predictive maintenance of infrastructure code using “fluid” datasets: An exploratory study on Ansible defect proneness. Journal of Software: Evolution and Process, 34(11), e2480.;1_ml_machine_data_learning;2022;Predictive maintenance of infrastructure code using “fluid” datasets: An exploratory study on Ansible defect proneness;Giovanni Quattrocchi, Damian Andrew Tamburri;Journal of Software: Evolution and Process 34 (11), e2480, 2022;This work consolidates and compounds previous investigations in recognizing defects for infrastructure‐as‐code (IaC) scripts using general software development quality metrics with a focus on defect severity but adding to previous work an explorative look at creating datasets, which may boost the predictive power of provided models—we call this notion a fluid dataset. More specifically, we experiment with 50 different metrics harnessing a multiple dataset creation process whereby different versions of the same datasets are rigged with auto‐training facilities for model retraining and redeployment in a DataOps fashion. At this point, with a focus on the Ansible infrastructure code language—as a de facto standard for industrial‐strength infrastructure code—we build defect prediction models and manage to improve on the state of the art by finding an F1 score of 0.52 and a recall of 0.57 using a Naive–Bayes classifier. On the one hand, by improving state‐of‐the‐art defect prediction models using metrics generalizable for different IaC languages, we provide interesting leads for the future of infrastructure‐as‐code. On the other hand, we have barely scratched the surface on the novel approach of fluid‐datasets creation and automated retraining of Machine Learning (ML) defect prediction models, warranting for more research on the same direction in the future.;https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2480;Z3eJwu7pgEkJ
